epoch,step,train_loss,learning_rate,grad_norm,eval_loss,eval_accuracy_branch1,eval_precision_branch1,eval_recall_branch1,eval_f1_branch1,eval_accuracy_branch2,eval_precision_branch2,eval_recall_branch2,eval_f1_branch2,eval_lambda,eval_tn_branch2,eval_fp_branch2,eval_fn_branch2,eval_tp_branch2,eval_loss_branch1,eval_loss_branch2,eval_cm_branch1_actual0_pred0,eval_cm_branch1_actual0_pred1,eval_cm_branch1_actual0_pred2,eval_cm_branch1_actual0_pred3,eval_cm_branch1_actual0_pred4,eval_cm_branch1_actual0_pred5,eval_cm_branch1_actual0_pred6,eval_cm_branch1_actual0_pred7,eval_cm_branch1_actual0_pred8,eval_cm_branch1_actual0_pred9,eval_cm_branch1_actual0_pred10,eval_cm_branch1_actual1_pred0,eval_cm_branch1_actual1_pred1,eval_cm_branch1_actual1_pred2,eval_cm_branch1_actual1_pred3,eval_cm_branch1_actual1_pred4,eval_cm_branch1_actual1_pred5,eval_cm_branch1_actual1_pred6,eval_cm_branch1_actual1_pred7,eval_cm_branch1_actual1_pred8,eval_cm_branch1_actual1_pred9,eval_cm_branch1_actual1_pred10,eval_cm_branch1_actual2_pred0,eval_cm_branch1_actual2_pred1,eval_cm_branch1_actual2_pred2,eval_cm_branch1_actual2_pred3,eval_cm_branch1_actual2_pred4,eval_cm_branch1_actual2_pred5,eval_cm_branch1_actual2_pred6,eval_cm_branch1_actual2_pred7,eval_cm_branch1_actual2_pred8,eval_cm_branch1_actual2_pred9,eval_cm_branch1_actual2_pred10,eval_cm_branch1_actual3_pred0,eval_cm_branch1_actual3_pred1,eval_cm_branch1_actual3_pred2,eval_cm_branch1_actual3_pred3,eval_cm_branch1_actual3_pred4,eval_cm_branch1_actual3_pred5,eval_cm_branch1_actual3_pred6,eval_cm_branch1_actual3_pred7,eval_cm_branch1_actual3_pred8,eval_cm_branch1_actual3_pred9,eval_cm_branch1_actual3_pred10,eval_cm_branch1_actual4_pred0,eval_cm_branch1_actual4_pred1,eval_cm_branch1_actual4_pred2,eval_cm_branch1_actual4_pred3,eval_cm_branch1_actual4_pred4,eval_cm_branch1_actual4_pred5,eval_cm_branch1_actual4_pred6,eval_cm_branch1_actual4_pred7,eval_cm_branch1_actual4_pred8,eval_cm_branch1_actual4_pred9,eval_cm_branch1_actual4_pred10,eval_cm_branch1_actual5_pred0,eval_cm_branch1_actual5_pred1,eval_cm_branch1_actual5_pred2,eval_cm_branch1_actual5_pred3,eval_cm_branch1_actual5_pred4,eval_cm_branch1_actual5_pred5,eval_cm_branch1_actual5_pred6,eval_cm_branch1_actual5_pred7,eval_cm_branch1_actual5_pred8,eval_cm_branch1_actual5_pred9,eval_cm_branch1_actual5_pred10,eval_cm_branch1_actual6_pred0,eval_cm_branch1_actual6_pred1,eval_cm_branch1_actual6_pred2,eval_cm_branch1_actual6_pred3,eval_cm_branch1_actual6_pred4,eval_cm_branch1_actual6_pred5,eval_cm_branch1_actual6_pred6,eval_cm_branch1_actual6_pred7,eval_cm_branch1_actual6_pred8,eval_cm_branch1_actual6_pred9,eval_cm_branch1_actual6_pred10,eval_cm_branch1_actual7_pred0,eval_cm_branch1_actual7_pred1,eval_cm_branch1_actual7_pred2,eval_cm_branch1_actual7_pred3,eval_cm_branch1_actual7_pred4,eval_cm_branch1_actual7_pred5,eval_cm_branch1_actual7_pred6,eval_cm_branch1_actual7_pred7,eval_cm_branch1_actual7_pred8,eval_cm_branch1_actual7_pred9,eval_cm_branch1_actual7_pred10,eval_cm_branch1_actual8_pred0,eval_cm_branch1_actual8_pred1,eval_cm_branch1_actual8_pred2,eval_cm_branch1_actual8_pred3,eval_cm_branch1_actual8_pred4,eval_cm_branch1_actual8_pred5,eval_cm_branch1_actual8_pred6,eval_cm_branch1_actual8_pred7,eval_cm_branch1_actual8_pred8,eval_cm_branch1_actual8_pred9,eval_cm_branch1_actual8_pred10,eval_cm_branch1_actual9_pred0,eval_cm_branch1_actual9_pred1,eval_cm_branch1_actual9_pred2,eval_cm_branch1_actual9_pred3,eval_cm_branch1_actual9_pred4,eval_cm_branch1_actual9_pred5,eval_cm_branch1_actual9_pred6,eval_cm_branch1_actual9_pred7,eval_cm_branch1_actual9_pred8,eval_cm_branch1_actual9_pred9,eval_cm_branch1_actual9_pred10,eval_cm_branch1_actual10_pred0,eval_cm_branch1_actual10_pred1,eval_cm_branch1_actual10_pred2,eval_cm_branch1_actual10_pred3,eval_cm_branch1_actual10_pred4,eval_cm_branch1_actual10_pred5,eval_cm_branch1_actual10_pred6,eval_cm_branch1_actual10_pred7,eval_cm_branch1_actual10_pred8,eval_cm_branch1_actual10_pred9,eval_cm_branch1_actual10_pred10,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,2053,1.4322,0.0980009741841208,4.944047451019287,0.9512479305267334,0.6379856290342224,0.6974919898318448,0.5534166662114266,0.550371268190626,0.64900742905858,0.7866692675561682,0.64900742905858,0.6011208550054936,0.0,2484,5727,37,8174,0.27510109543800354,0.6748077869415283,422,0,7,2,14,6,144,2,8,266,39,7,1,306,0,14,8,233,24,2,37,18,12,0,313,0,16,9,195,18,0,44,25,0,0,0,387,0,2,296,0,48,5,8,23,0,13,1,465,360,124,30,16,461,319,21,0,30,25,166,554,193,16,18,465,294,0,0,0,2,0,0,2842,1,3,29,3,0,0,0,1,0,0,7,1943,31,0,0,0,0,0,11,0,0,114,36,1812,0,1,4,0,1,0,1,17,357,2,1,1008,33,3,0,0,35,9,51,355,96,17,334,730,17.5324,936.666,29.317
2.0,4106,0.9625,0.0960009741841208,6.238640785217285,0.5955878496170044,0.7533187187918645,0.7699535955990878,0.7150771956014119,0.7295015375607053,0.8456947996589941,0.8465089197237132,0.8456947996589941,0.845604111668407,0.0004,7143,1068,1466,6745,0.19907735288143158,0.3958888053894043,519,0,1,3,17,12,259,1,23,36,39,40,399,41,0,13,66,31,5,20,21,14,70,74,356,0,59,13,8,10,19,4,19,0,0,0,700,0,5,22,0,1,1,17,45,0,4,5,855,345,92,32,68,37,329,59,0,1,63,132,1014,124,20,71,21,277,0,1,0,20,0,20,2813,0,12,8,6,0,0,0,1,1,0,0,1901,54,0,25,0,0,0,1,0,0,47,0,1925,0,1,7,0,0,2,74,55,227,17,23,780,239,3,0,0,25,91,92,113,119,60,18,1109,17.6828,928.7,29.068
3.0,6159,0.8851,0.0940009741841208,5.154912948608398,0.5021514892578125,0.8518450858604312,0.8429525677768296,0.8201643398566779,0.8261985042118059,0.825843380830593,0.8296295443811351,0.8258433808305932,0.8253418448243376,0.0016,7221,990,1870,6341,0.065497986972332,0.43659278750419617,662,4,5,0,38,25,67,3,9,25,72,9,527,5,0,15,6,47,13,1,11,16,42,163,362,0,14,15,14,7,8,5,2,1,9,1,697,1,2,14,0,0,3,18,80,13,7,1,1327,220,13,16,3,22,110,57,59,10,3,161,1350,43,15,19,26,39,4,2,0,1,0,7,2800,2,58,1,5,0,0,0,0,0,0,0,1973,9,0,0,0,0,0,0,0,0,2,0,1972,0,0,20,13,0,0,54,36,59,11,10,1095,126,15,23,0,6,126,124,27,30,9,46,1224,16.7974,977.654,30.6
4.0,8212,0.9046,0.0920009741841208,4.9056715965271,0.5950963497161865,0.9055535257581293,0.9057223593838528,0.8901862595632388,0.8966739842855357,0.7327974668128121,0.7524321317883511,0.7327974668128121,0.7274985427207008,0.0036,4872,3339,1049,7162,0.0417817048728466,0.5528917908668518,709,0,5,0,7,19,64,0,5,62,39,13,570,21,0,5,12,3,1,0,13,12,38,10,534,0,14,21,5,1,1,2,6,0,0,2,722,6,0,1,0,0,0,15,41,1,6,4,1384,196,4,2,0,31,143,27,5,3,10,112,1531,19,4,3,13,55,1,1,1,13,0,4,2848,2,7,1,2,0,0,0,0,0,0,0,1974,5,0,3,0,0,0,5,0,0,6,0,1963,0,0,7,3,0,1,41,46,17,1,0,1170,138,2,0,0,6,90,45,2,8,0,11,1466,16.8238,976.119,30.552
5.0,10265,0.9232,0.0900009741841208,4.322267055511475,0.6700504422187805,0.9101205699671173,0.9074220246968342,0.8936069933921139,0.8994210626350513,0.6264157837047862,0.6264632042262925,0.6264157837047863,0.626380759249749,0.0064,5223,2988,3147,5064,0.03459777683019638,0.6351947784423828,765,2,0,0,26,14,17,0,1,26,59,7,580,8,0,18,4,2,1,1,13,16,42,44,506,0,17,13,0,0,1,3,6,2,4,7,699,14,3,2,0,0,1,14,28,6,2,0,1536,120,2,3,0,42,73,31,10,2,0,157,1483,8,1,2,56,32,4,4,0,7,0,13,2829,0,9,6,8,0,0,0,0,1,0,0,1963,15,0,3,0,0,0,2,0,0,7,0,1964,0,1,17,6,0,0,55,24,6,0,0,1167,149,2,2,0,0,79,52,3,0,0,38,1454,16.5767,990.666,31.007
6.0,12318,0.9675,0.0880009741841208,2.8266987800598145,0.6989359855651855,0.9154792351723298,0.9113610847795396,0.8956030763785539,0.9015082491881465,0.582815734989648,0.5982116221342895,0.5828157349896481,0.5657991456957809,0.010000000000000002,3160,5051,1800,6411,0.025656528770923615,0.6730269193649292,815,3,0,0,13,4,22,0,0,28,25,10,569,6,0,16,1,3,1,0,29,15,42,82,459,0,23,12,1,0,0,9,4,2,3,5,695,18,4,10,0,0,3,6,43,1,1,0,1541,103,2,2,0,44,75,45,7,2,0,106,1510,19,3,0,66,24,3,2,0,1,0,5,2860,0,1,6,2,0,0,0,0,0,0,1,1972,4,0,5,1,0,0,0,0,2,34,0,1937,0,0,10,2,0,0,37,15,8,0,0,1284,68,0,0,0,0,120,56,5,1,0,56,1392,17.5984,933.152,29.207
7.0,14371,1.0139,0.08600097418412081,10.826823234558105,0.7349092364311218,0.9213250517598344,0.9210992609163184,0.9030457576047017,0.9098044414913846,0.5347704299110949,0.5365752978712599,0.5347704299110949,0.528959362025826,0.0144,3479,4732,2908,5303,0.027314532548189163,0.707643449306488,702,10,1,0,35,18,7,0,0,70,67,2,587,3,0,23,6,0,0,0,19,10,7,43,505,0,40,27,0,0,0,7,3,0,7,6,700,13,7,0,0,0,4,9,5,7,3,0,1652,69,0,1,0,23,52,12,18,4,0,119,1569,2,0,0,44,14,4,11,0,7,0,26,2780,0,1,41,10,0,0,0,0,0,0,0,1968,1,0,13,2,0,0,1,0,3,15,0,1951,0,2,1,7,0,0,48,25,1,0,0,1314,28,0,1,0,0,126,56,1,0,0,44,1402,17.7661,924.342,28.931
8.0,16424,1.0743,0.08400097418412081,6.812851428985596,0.9620855450630188,0.9225429302155644,0.9244190363801773,0.9064010523091454,0.9140099974216792,0.5014005602240896,0.6340719895157867,0.5014005602240896,0.33750761827629533,0.019600000000000003,33,8178,10,8201,0.018474308773875237,0.9424462914466858,787,2,2,0,5,27,31,0,3,22,31,2,588,1,0,4,9,0,1,0,19,26,38,23,502,0,20,36,3,0,1,4,5,0,3,4,708,7,4,12,0,0,2,6,30,2,1,2,1479,183,3,1,3,28,80,20,13,0,0,37,1634,19,1,0,37,21,1,3,0,0,0,8,2858,0,2,5,3,0,0,0,0,0,0,0,1975,4,0,3,0,0,0,1,0,0,9,0,1964,0,0,4,4,0,0,43,40,7,0,0,1260,66,0,3,0,0,94,74,4,7,0,53,1395,17.7962,922.78,28.883
9.0,18477,1.0933,0.0820009741841208,6.864325523376465,0.9147147536277771,0.9065887224454999,0.9122144278213533,0.8883830257516199,0.8980346368562078,0.5,0.25,0.5,0.3333333333333333,0.0256,0,8211,0,8211,0.012314238585531712,0.9012715220451355,682,1,1,0,3,27,34,0,5,51,106,4,581,5,0,5,16,1,0,0,19,19,28,26,507,0,20,39,1,1,1,3,6,0,3,3,714,8,2,6,0,0,2,8,19,3,0,2,1453,149,7,2,8,40,129,18,8,0,2,112,1506,26,1,3,54,52,1,3,0,1,0,6,2840,0,4,13,12,0,0,0,0,0,0,0,1958,20,0,4,0,0,0,0,0,0,10,0,1964,0,0,1,3,0,0,28,29,15,1,0,1213,134,0,1,0,0,49,57,7,9,0,37,1470,17.5156,937.566,29.345
10.0,20530,1.1101,0.0800009741841208,7.573652267456055,0.7338786721229553,0.9064669345999269,0.9092717091327952,0.8862987119492398,0.8953815032134912,0.515649738156132,0.5557575941732976,0.515649738156132,0.40945040035935926,0.0324,752,7459,495,7716,0.010945284739136696,0.7224331498146057,624,1,2,1,19,26,29,0,4,66,138,2,575,13,0,5,14,2,1,0,14,24,13,24,531,0,13,35,4,1,1,3,7,0,3,7,716,6,2,6,0,0,1,5,16,4,1,3,1515,115,4,4,1,38,111,15,12,1,4,112,1527,19,4,2,46,40,1,3,0,1,0,7,2857,0,2,4,5,0,0,0,0,0,0,0,1968,14,0,0,0,0,0,0,0,0,8,0,1966,0,0,4,6,0,0,36,40,16,1,0,1191,130,0,5,0,4,62,90,6,6,0,41,1416,17.4234,942.526,29.501
