epoch,step,train_loss,learning_rate,grad_norm,eval_loss,eval_accuracy_branch1,eval_precision_branch1,eval_recall_branch1,eval_f1_branch1,eval_accuracy_branch2,eval_precision_branch2,eval_recall_branch2,eval_f1_branch2,eval_lambda,eval_tn_branch2,eval_fp_branch2,eval_fn_branch2,eval_tp_branch2,eval_loss_branch1,eval_loss_branch2,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,2053,4.8879,0.0980009741841208,116.02748107910156,4.131094455718994,0.9978075517661389,0.9974895182238801,0.9971904389334473,0.9973276657761964,0.5,0.25,0.5,0.3333333333333333,0.0,0,8210,0,8210,0.004903002176433802,4.119163513183594,15.6977,1046.014,32.744
2.0,4106,4.5742,0.0960009741841208,83.47531127929688,3.765094757080078,0.9985383678440926,0.9981557547432196,0.9974155867129113,0.9977745548272392,0.5,0.25,0.5,0.3333333333333333,0.02,8210,0,8210,0,0.003753799246624112,3.7671077251434326,15.6838,1046.938,32.773
3.0,6159,4.3828,0.0940009741841208,89.68354797363281,4.53467321395874,0.9998172959805116,0.99975492005611,0.9996603461515743,0.9997073845296867,0.5,0.25,0.5,0.3333333333333333,0.04,0,8210,0,8210,0.002324511995539069,4.524631500244141,15.7703,1041.198,32.593
4.0,8212,4.2337,0.0920009741841208,112.33109283447266,4.1303300857543945,0.9993300852618757,0.9987410895897089,0.9986998365260482,0.9987132940439184,0.5,0.25,0.5,0.3333333333333333,0.06,8210,0,8210,0,0.003426023293286562,4.133533000946045,15.6886,1046.623,32.763
5.0,10265,4.0297,0.0900009741841208,101.96961212158203,4.417128562927246,0.9989037758830694,0.9982795881051232,0.9982641530332702,0.9982679850406679,0.5,0.25,0.5,0.3333333333333333,0.08,0,8210,0,8210,0.003448508447036147,4.40616512298584,15.7891,1039.961,32.554
6.0,12318,3.8869,0.0880009741841208,92.55543518066406,4.86713171005249,0.994884287454324,0.9919586763803594,0.9924220384264192,0.992138040233608,0.5,0.25,0.5,0.3333333333333333,0.1,8210,0,8210,0,0.010335217230021954,4.865474224090576,15.5957,1052.858,32.958
7.0,14371,3.7662,0.08600097418412081,113.80089569091797,2.904482126235962,0.9989037758830694,0.9982883007995098,0.99844749341358,0.9983624591062784,0.5,0.25,0.5,0.3333333333333333,0.12,8210,0,8210,0,0.004941651131957769,2.9042551517486572,15.6297,1050.565,32.886
8.0,16424,3.6567,0.08400097418412081,93.84009552001953,3.603531837463379,0.9993909866017052,0.9994926948051948,0.9994487837595192,0.9994694401492129,0.5,0.25,0.5,0.3333333333333333,0.14,0,8210,0,8210,0.005593584384769201,3.591813564300537,15.7328,1043.679,32.671
9.0,18477,3.5385,0.0820009741841208,129.6182098388672,3.477604627609253,0.9858099878197321,0.9863656523508844,0.9827961240645212,0.9844023637225271,0.5,0.25,0.5,0.3333333333333333,0.16,8210,0,8210,0,0.05011061578989029,3.4320056438446045,15.6682,1047.982,32.805
10.0,20530,3.4222,0.0800009741841208,131.59217834472656,2.9941112995147705,0.9998172959805116,0.9995810640971932,0.9998494882600842,0.9997147300694162,0.5,0.25,0.5,0.3333333333333333,0.18,0,8210,0,8210,0.003496842924505472,2.9855387210845947,15.692,1046.394,32.756
11.0,22583,3.3349,0.0780009741841208,86.2083511352539,3.1071131229400635,0.9994518879415347,0.9990131832549534,0.9990328585728752,0.9990195261111512,0.5,0.25,0.5,0.3333333333333333,0.2,8210,0,8210,0,0.004299773834645748,3.108414888381958,15.633,1050.344,32.879
12.0,24636,3.2795,0.0760009741841208,93.34085845947266,3.097578525543213,0.9992082825822168,0.9986369902362096,0.9984039874707328,0.9985128231933902,0.5,0.25,0.5,0.3333333333333333,0.22,0,8210,0,8210,0.00511948624625802,3.0871992111206055,15.671,1047.795,32.799
13.0,26689,3.1484,0.0740009741841208,54.8701286315918,2.791621446609497,0.9990864799025578,0.9984024166047885,0.9979786076453749,0.9981849603364565,0.5,0.25,0.5,0.3333333333333333,0.24,8210,0,8210,0,0.004653018433600664,2.7915596961975098,15.668,1047.999,32.806
14.0,28742,3.0649,0.07200097418412081,108.63299560546875,3.748352289199829,0.9993909866017052,0.9993889581307325,0.9990162019302837,0.9992013267109509,0.5,0.25,0.5,0.3333333333333333,0.26,0,8210,0,8210,0.0057355971075594425,3.7362449169158936,15.7167,1044.751,32.704
15.0,30795,2.9902,0.07000097418412081,78.85067749023438,2.3359625339508057,0.9995127892813642,0.9994315708620707,0.9995158060932066,0.9994733675912866,0.5,0.25,0.5,0.3333333333333333,0.28,8210,0,8210,0,0.004784990567713976,2.335092306137085,15.7102,1045.181,32.718
16.0,32848,2.9248,0.06800097418412081,71.63475036621094,2.6496260166168213,0.9995736906211936,0.9992019959932801,0.999155370026068,0.99917585282621,0.5,0.25,0.5,0.3333333333333333,0.3,0,8210,0,8210,0.0053590224124491215,2.6397860050201416,15.6686,1047.956,32.804
