epoch,step,train_loss,learning_rate,grad_norm,eval_loss,eval_accuracy_branch1,eval_precision_branch1,eval_recall_branch1,eval_f1_branch1,eval_accuracy_branch2,eval_precision_branch2,eval_recall_branch2,eval_f1_branch2,eval_lambda,eval_tn_branch2,eval_fp_branch2,eval_fn_branch2,eval_tp_branch2,eval_loss_branch1,eval_loss_branch2,eval_cm_branch1_actual0_pred0,eval_cm_branch1_actual0_pred1,eval_cm_branch1_actual0_pred2,eval_cm_branch1_actual0_pred3,eval_cm_branch1_actual0_pred4,eval_cm_branch1_actual0_pred5,eval_cm_branch1_actual0_pred6,eval_cm_branch1_actual0_pred7,eval_cm_branch1_actual0_pred8,eval_cm_branch1_actual0_pred9,eval_cm_branch1_actual0_pred10,eval_cm_branch1_actual1_pred0,eval_cm_branch1_actual1_pred1,eval_cm_branch1_actual1_pred2,eval_cm_branch1_actual1_pred3,eval_cm_branch1_actual1_pred4,eval_cm_branch1_actual1_pred5,eval_cm_branch1_actual1_pred6,eval_cm_branch1_actual1_pred7,eval_cm_branch1_actual1_pred8,eval_cm_branch1_actual1_pred9,eval_cm_branch1_actual1_pred10,eval_cm_branch1_actual2_pred0,eval_cm_branch1_actual2_pred1,eval_cm_branch1_actual2_pred2,eval_cm_branch1_actual2_pred3,eval_cm_branch1_actual2_pred4,eval_cm_branch1_actual2_pred5,eval_cm_branch1_actual2_pred6,eval_cm_branch1_actual2_pred7,eval_cm_branch1_actual2_pred8,eval_cm_branch1_actual2_pred9,eval_cm_branch1_actual2_pred10,eval_cm_branch1_actual3_pred0,eval_cm_branch1_actual3_pred1,eval_cm_branch1_actual3_pred2,eval_cm_branch1_actual3_pred3,eval_cm_branch1_actual3_pred4,eval_cm_branch1_actual3_pred5,eval_cm_branch1_actual3_pred6,eval_cm_branch1_actual3_pred7,eval_cm_branch1_actual3_pred8,eval_cm_branch1_actual3_pred9,eval_cm_branch1_actual3_pred10,eval_cm_branch1_actual4_pred0,eval_cm_branch1_actual4_pred1,eval_cm_branch1_actual4_pred2,eval_cm_branch1_actual4_pred3,eval_cm_branch1_actual4_pred4,eval_cm_branch1_actual4_pred5,eval_cm_branch1_actual4_pred6,eval_cm_branch1_actual4_pred7,eval_cm_branch1_actual4_pred8,eval_cm_branch1_actual4_pred9,eval_cm_branch1_actual4_pred10,eval_cm_branch1_actual5_pred0,eval_cm_branch1_actual5_pred1,eval_cm_branch1_actual5_pred2,eval_cm_branch1_actual5_pred3,eval_cm_branch1_actual5_pred4,eval_cm_branch1_actual5_pred5,eval_cm_branch1_actual5_pred6,eval_cm_branch1_actual5_pred7,eval_cm_branch1_actual5_pred8,eval_cm_branch1_actual5_pred9,eval_cm_branch1_actual5_pred10,eval_cm_branch1_actual6_pred0,eval_cm_branch1_actual6_pred1,eval_cm_branch1_actual6_pred2,eval_cm_branch1_actual6_pred3,eval_cm_branch1_actual6_pred4,eval_cm_branch1_actual6_pred5,eval_cm_branch1_actual6_pred6,eval_cm_branch1_actual6_pred7,eval_cm_branch1_actual6_pred8,eval_cm_branch1_actual6_pred9,eval_cm_branch1_actual6_pred10,eval_cm_branch1_actual7_pred0,eval_cm_branch1_actual7_pred1,eval_cm_branch1_actual7_pred2,eval_cm_branch1_actual7_pred3,eval_cm_branch1_actual7_pred4,eval_cm_branch1_actual7_pred5,eval_cm_branch1_actual7_pred6,eval_cm_branch1_actual7_pred7,eval_cm_branch1_actual7_pred8,eval_cm_branch1_actual7_pred9,eval_cm_branch1_actual7_pred10,eval_cm_branch1_actual8_pred0,eval_cm_branch1_actual8_pred1,eval_cm_branch1_actual8_pred2,eval_cm_branch1_actual8_pred3,eval_cm_branch1_actual8_pred4,eval_cm_branch1_actual8_pred5,eval_cm_branch1_actual8_pred6,eval_cm_branch1_actual8_pred7,eval_cm_branch1_actual8_pred8,eval_cm_branch1_actual8_pred9,eval_cm_branch1_actual8_pred10,eval_cm_branch1_actual9_pred0,eval_cm_branch1_actual9_pred1,eval_cm_branch1_actual9_pred2,eval_cm_branch1_actual9_pred3,eval_cm_branch1_actual9_pred4,eval_cm_branch1_actual9_pred5,eval_cm_branch1_actual9_pred6,eval_cm_branch1_actual9_pred7,eval_cm_branch1_actual9_pred8,eval_cm_branch1_actual9_pred9,eval_cm_branch1_actual9_pred10,eval_cm_branch1_actual10_pred0,eval_cm_branch1_actual10_pred1,eval_cm_branch1_actual10_pred2,eval_cm_branch1_actual10_pred3,eval_cm_branch1_actual10_pred4,eval_cm_branch1_actual10_pred5,eval_cm_branch1_actual10_pred6,eval_cm_branch1_actual10_pred7,eval_cm_branch1_actual10_pred8,eval_cm_branch1_actual10_pred9,eval_cm_branch1_actual10_pred10,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,2053,1.4188,0.0980009741841208,8.123263359069824,1.018057107925415,0.664900742905858,0.6074136763633854,0.6419151063933382,0.611586460946898,0.5449397150164413,0.73847933775535,0.5449397150164413,0.42911281398645995,0.0,776,7435,38,8173,0.27649345993995667,0.7404381632804871,704,0,13,0,54,52,3,0,2,71,11,1,0,533,0,5,111,0,0,0,0,0,5,0,557,0,0,64,0,0,6,0,0,0,0,1,658,0,2,0,13,26,0,48,22,0,31,5,616,988,0,8,0,78,66,21,1,48,42,312,1124,0,0,2,68,164,0,0,0,112,0,0,2358,26,26,239,119,0,0,0,32,0,0,8,1362,565,0,13,1,0,0,9,0,1,48,78,1831,2,4,1,0,4,1,241,220,72,0,0,820,65,11,0,4,117,168,131,53,24,0,231,889,17.883,918.304,28.742
2.0,4106,1.2191,0.0960009741841208,8.267942428588867,0.7684781551361084,0.7293874071367678,0.7280532154205764,0.7098054264441206,0.713476550170501,0.5662525879917184,0.596769094785005,0.5662525879917184,0.5291299141529486,0.0004,6955,1256,5867,2344,0.1279568374156952,0.6405070424079895,762,5,24,3,51,20,16,4,2,17,6,2,445,160,0,3,40,0,0,0,0,0,6,227,386,0,5,8,0,0,0,0,0,0,0,0,544,8,1,1,6,17,0,171,18,23,20,5,1153,480,0,0,0,24,91,27,8,41,14,463,1055,1,0,0,34,139,0,0,0,15,0,0,2559,26,9,72,199,0,0,0,45,0,0,11,1404,503,0,17,1,0,0,18,2,0,59,42,1852,0,0,9,0,5,1,488,66,4,0,0,769,82,9,0,5,65,189,146,67,9,12,77,1049,16.6274,987.646,30.913
3.0,6159,1.2018,0.0940009741841208,7.185342311859131,0.754488468170166,0.752283522104494,0.7606874107169898,0.7291394670917836,0.7368922349405106,0.5914626720253319,0.6734368840441445,0.5914626720253319,0.5367209495301577,0.0016,7679,532,6177,2034,0.07103349268436432,0.6836879253387451,697,3,4,5,100,53,21,2,1,14,10,0,490,83,0,22,53,0,0,0,2,0,0,226,348,0,28,30,0,0,0,0,0,1,0,1,631,12,2,2,10,6,3,80,2,10,4,4,1232,486,0,0,0,32,44,8,32,9,5,505,1123,4,0,0,49,47,0,0,0,15,0,1,2666,48,12,26,112,0,0,0,105,0,0,40,1661,167,0,7,0,0,0,53,1,0,108,51,1761,0,0,2,6,6,0,435,119,11,0,0,780,65,1,8,2,58,183,201,95,8,10,97,965,16.7228,982.01,30.736
4.0,8212,1.2434,0.0920009741841208,5.159399032592773,0.6209244728088379,0.7357812690293509,0.7378361503366645,0.7323839069234037,0.7260854050437082,0.6924247960053587,0.6925798670170539,0.6924247960053587,0.6923628663728827,0.0036,5802,2409,2642,5569,0.046521060168743134,0.5742575526237488,780,1,8,7,10,8,22,0,0,69,5,9,383,223,7,6,21,0,0,0,1,0,13,78,525,5,2,9,0,0,0,0,0,0,0,0,657,5,2,1,0,1,0,82,68,5,25,11,1082,518,0,0,0,64,41,72,4,31,23,290,1235,4,0,0,76,47,0,0,0,16,0,0,2644,30,1,66,123,0,0,0,115,0,0,133,1618,111,0,3,0,0,0,100,0,0,525,37,1312,0,0,21,3,7,0,354,143,2,0,0,874,20,28,1,10,86,78,209,109,4,2,128,973,16.7135,982.558,30.754
5.0,10265,1.2945,0.0900009741841208,3.8203039169311523,0.7811122536659241,0.7564852027767629,0.756469504194878,0.7443107249570932,0.7433647466321102,0.5902447935696018,0.6169379545018439,0.5902447935696018,0.5654461381240801,0.0064,2885,5326,1403,6808,0.03497983142733574,0.7454691529273987,799,1,11,15,44,28,7,0,0,5,0,0,378,240,0,4,25,0,0,0,3,0,0,80,522,0,6,24,0,0,0,0,0,0,0,0,604,37,4,0,6,3,1,93,10,5,17,3,1186,545,0,0,0,42,6,18,15,34,3,375,1232,3,0,0,87,15,3,0,0,27,0,0,2568,50,6,53,173,0,0,1,121,0,0,9,1753,86,0,10,0,0,0,79,0,0,126,118,1651,0,0,12,4,0,0,355,214,2,0,0,832,5,11,0,5,56,169,269,71,3,10,136,898,16.2547,1010.294,31.622
6.0,12318,1.3505,0.0880009741841208,3.1096911430358887,0.6714587807655334,0.7189136524174887,0.7296175439651421,0.710116376393996,0.7069029012701894,0.649372792595299,0.6582234859764129,0.649372792595299,0.6443999098644839,0.010000000000000002,4361,3850,1908,6303,0.03351663053035736,0.6378039717674255,851,0,6,9,14,18,4,0,0,4,4,4,484,129,0,30,2,0,0,0,1,0,16,247,353,0,9,7,0,0,0,0,0,0,0,0,576,67,7,2,0,0,0,96,58,3,5,2,1203,501,0,0,0,27,15,71,4,6,1,396,1248,4,0,0,27,25,8,0,0,10,0,3,2540,13,1,68,237,1,0,0,115,11,0,20,1797,6,0,30,0,0,0,78,1,0,454,417,1010,6,8,25,5,1,0,419,187,0,0,0,761,26,49,0,1,18,118,272,114,0,7,66,983,16.6134,988.479,30.939
7.0,14371,1.4042,0.08600097418412081,9.027536392211914,0.7046580910682678,0.7398611618560468,0.7419067846052954,0.7362930399603475,0.7319439374859428,0.5313603702350506,0.6135741076716269,0.5313603702350506,0.4278118414460754,0.0144,7856,355,7341,870,0.022483954206109047,0.6826168298721313,811,3,17,18,28,17,5,0,0,4,7,1,433,197,0,18,1,0,0,0,0,0,1,143,476,0,8,4,0,0,0,0,0,0,0,0,637,25,9,2,1,3,1,70,11,0,18,6,1180,558,0,0,0,31,10,17,3,26,15,367,1287,4,0,0,52,11,2,0,0,46,0,2,2506,33,2,108,181,0,0,0,128,0,0,14,1700,131,0,7,0,0,0,105,0,0,166,301,1402,0,0,3,11,2,0,340,266,1,0,0,797,4,5,0,5,64,128,303,66,1,12,123,921,16.5399,992.872,31.076
8.0,16424,1.4752,0.08400097418412081,5.551398277282715,0.7326792478561401,0.7601997320667397,0.75644494464394,0.7469513899519268,0.7460722587893475,0.5375106564364877,0.5573701350847377,0.5375106564364877,0.49369446177807563,0.019600000000000003,1998,6213,1382,6829,0.017074856907129288,0.7152343988418579,804,5,9,19,11,34,8,0,0,10,10,0,427,182,6,7,28,0,0,0,0,0,1,156,457,7,0,11,0,0,0,0,0,0,0,0,618,50,9,3,5,6,1,56,15,0,11,4,1077,643,0,0,0,51,13,26,3,11,25,290,1337,2,0,0,71,17,0,0,0,38,0,0,2619,63,6,50,104,0,0,1,93,0,0,14,1716,152,0,4,0,0,0,82,0,0,140,125,1627,0,0,18,12,1,0,225,284,2,0,0,859,23,12,0,4,57,104,274,81,1,16,136,943,16.2452,1010.883,31.64
9.0,18477,1.5482,0.0820009741841208,8.75998592376709,0.8793575763702393,0.7468639629764949,0.7464177983134351,0.7402083736867818,0.7350498752554118,0.5009134088417976,0.7502285609800694,0.5009134088417976,0.3353599232597948,0.0256,15,8196,0,8211,0.014221890829503536,0.8641265034675598,826,0,8,19,15,28,6,0,0,5,3,2,371,246,5,5,21,0,0,0,0,0,2,78,535,7,1,9,0,0,0,0,0,0,0,0,618,19,3,3,8,5,0,92,24,0,12,4,1114,611,0,0,0,42,7,37,3,15,22,344,1275,2,0,0,67,17,5,0,0,25,0,0,2611,54,1,76,108,0,0,0,88,0,0,21,1721,142,0,8,0,0,0,91,0,0,142,341,1400,0,0,45,1,4,0,293,208,1,0,0,847,25,22,0,3,65,82,251,68,1,14,175,947,16.3963,1001.568,31.349
10.0,20530,1.5916,0.0800009741841208,9.53484058380127,0.8830292224884033,0.7419924491535744,0.7434591090305688,0.7329710344847804,0.7323344688886838,0.5371452928997686,0.5885855390033814,0.5371452928997686,0.45854110037244933,0.0324,1282,6929,672,7539,0.015451550483703613,0.8667690753936768,769,1,9,16,52,33,3,0,0,20,7,0,392,234,0,13,11,0,0,0,0,0,0,106,502,0,8,16,0,0,0,0,0,2,0,0,612,31,16,1,2,3,0,81,7,8,11,2,1221,515,0,0,0,48,2,17,14,11,11,452,1201,3,0,0,62,11,8,0,0,56,0,2,2508,33,5,95,173,0,0,0,63,0,0,19,1541,348,0,9,0,0,0,97,0,0,91,103,1680,0,3,8,9,3,0,422,125,1,0,0,845,11,11,0,7,51,160,256,47,0,15,167,914,16.5182,994.177,31.117
