epoch,step,train_loss,learning_rate,grad_norm,eval_loss,eval_accuracy_branch1,eval_precision_branch1,eval_recall_branch1,eval_f1_branch1,eval_accuracy_branch2,eval_precision_branch2,eval_recall_branch2,eval_f1_branch2,eval_lambda,eval_tn_branch2,eval_fp_branch2,eval_fn_branch2,eval_tp_branch2,eval_loss_branch1,eval_loss_branch2,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,2053,4.0716,0.0980009741841208,92.59382629394531,3.9219541549682617,0.9919001218026796,0.9908143837947345,0.9906882978247412,0.9906850124798833,0.5,0.25,0.5,0.3333333333333333,0.0,0,8210,0,8210,0.015071000903844833,3.900266647338867,15.6701,1047.855,32.801
2.0,4106,3.8981,0.0960009741841208,77.59429168701172,4.798766136169434,0.9951887941534714,0.994021887062031,0.993816079994981,0.9939085594153358,0.5,0.25,0.5,0.3333333333333333,0.02,0,8210,0,8210,0.01100394781678915,4.7796125411987305,15.6775,1047.362,32.786
3.0,6159,3.7366,0.0940009741841208,45.563316345214844,3.0266380310058594,0.9951278928136419,0.9940821314150142,0.9940491223493193,0.9940351676281789,0.5,0.25,0.5,0.3333333333333333,0.04,8210,0,8210,0,0.010161933489143848,3.021237373352051,15.5932,1053.025,32.963
4.0,8212,3.5855,0.0920009741841208,63.629119873046875,2.589848041534424,0.9927527405602923,0.9904362334039167,0.992040780484183,0.9911864721766427,0.5,0.25,0.5,0.3333333333333333,0.06,0,8210,0,8210,0.015497877262532711,2.570028305053711,15.6156,1051.514,32.916
5.0,10265,3.4658,0.0900009741841208,93.94279479980469,2.9119176864624023,0.9976857490864799,0.9969732429378813,0.9972345653838244,0.9970943153878978,0.5,0.25,0.5,0.3333333333333333,0.08,0,8210,0,8210,0.005860506556928158,2.9011902809143066,15.6509,1049.143,32.842
6.0,12318,3.3929,0.0880009741841208,54.08820724487305,3.209690809249878,0.9976248477466504,0.9972475480005272,0.9970614778959376,0.9971355529835878,0.5,0.25,0.5,0.3333333333333333,0.1,0,8210,0,8210,0.00681297155097127,3.1974761486053467,15.6451,1049.53,32.854
7.0,14371,3.2713,0.08600097418412081,102.38285064697266,2.937610626220703,0.9977466504263094,0.9973356394277239,0.9973525887894327,0.9973350824246555,0.5,0.25,0.5,0.3333333333333333,0.12,8210,0,8210,0,0.0062589943408966064,2.9351396560668945,15.6941,1046.25,32.751
8.0,16424,3.2494,0.08400097418412081,83.30811309814453,3.58784818649292,0.9978075517661389,0.9973955993471837,0.9976649698049518,0.997528520137828,0.5,0.25,0.5,0.3333333333333333,0.14,0,8210,0,8210,0.006768269930034876,3.575021982192993,15.6853,1046.842,32.77
9.0,18477,3.1139,0.0820009741841208,70.73175048828125,1.644029974937439,0.6635809987819732,0.819499366018443,0.7152384239883264,0.6571446606843016,0.5,0.25,0.5,0.3333333333333333,0.16,0,8210,0,8210,0.6327107548713684,1.0089279413223267,15.7051,1045.519,32.728
10.0,20530,3.0567,0.0800009741841208,49.16447067260742,2.8252413272857666,0.9991473812423873,0.9986088917025494,0.9987269256924676,0.9986672250505532,0.5,0.25,0.5,0.3333333333333333,0.18,8210,0,8210,0,0.005084427539259195,2.824216365814209,15.6128,1051.699,32.922
11.0,22583,3.011,0.0780009741841208,77.65302276611328,2.770517349243164,0.998964677222899,0.9985946127855219,0.9989870823073059,0.9987900512591192,0.5,0.25,0.5,0.3333333333333333,0.2,0,8210,0,8210,0.005343081895262003,2.7605113983154297,15.647,1049.404,32.85
12.0,24636,2.9539,0.0760009741841208,90.3224868774414,2.5790631771087646,0.9979902557856273,0.9974122025645513,0.9974406603634733,0.9974199729533969,0.5,0.25,0.5,0.3333333333333333,0.22,0,8210,0,8210,0.00638046907261014,2.5683674812316895,15.6961,1046.117,32.747
13.0,26689,2.8958,0.0740009741841208,72.01791381835938,3.230494737625122,0.9959805115712546,0.9959573466812034,0.9959626716823206,0.9959201870609042,0.5,0.25,0.5,0.3333333333333333,0.24,8210,0,8210,0,0.009472787380218506,3.2258658409118652,15.6466,1049.429,32.851
14.0,28742,2.8595,0.07200097418412081,59.01377868652344,2.3008761405944824,0.9968331303288672,0.9968732542531961,0.9967602999356526,0.9968038012977296,0.5,0.25,0.5,0.3333333333333333,0.26,8210,0,8210,0,0.00936279445886612,2.294668674468994,15.752,1042.407,32.631
