epoch,step,train_loss,learning_rate,grad_norm,eval_loss,eval_accuracy_branch1,eval_precision_branch1,eval_recall_branch1,eval_f1_branch1,eval_accuracy_branch2,eval_precision_branch2,eval_recall_branch2,eval_f1_branch2,eval_lambda,eval_tn_branch2,eval_fp_branch2,eval_fn_branch2,eval_tp_branch2,eval_loss_branch1,eval_loss_branch2,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,2053,7.1033,0.0980009741841208,202.91000366210938,7.418369293212891,0.9982949701619779,0.9979016495987838,0.9971942606599544,0.9975429210751994,0.5,0.25,0.5,0.3333333333333333,0.0,0,8211,0,8211,0.005572281312197447,7.401070594787598,15.7551,1042.332,32.624
2.0,4106,6.5471,0.0960009741841208,100.295166015625,4.043065071105957,0.9983558640847643,0.9985353228479945,0.9980522895245302,0.9982894342283842,0.5,0.25,0.5,0.3333333333333333,0.02,0,8211,0,8211,0.0054763671942055225,4.031198501586914,15.7779,1040.82,32.577
3.0,6159,6.2443,0.0940009741841208,153.9924774169922,5.7953972816467285,0.9989648033126294,0.9988339653697781,0.9983005576588464,0.998563738468876,0.5,0.25,0.5,0.3333333333333333,0.04,8211,0,8211,0,0.004517688881605864,5.80441951751709,15.7383,1043.441,32.659
4.0,8212,6.0098,0.0920009741841208,134.99603271484375,6.11541223526001,0.9982340762391914,0.9979653267940093,0.997478432051497,0.9977147803262586,0.5,0.25,0.5,0.3333333333333333,0.06,0,8211,0,8211,0.005922208074480295,6.099822998046875,15.7855,1040.32,32.561
5.0,10265,5.7861,0.0900009741841208,81.87355041503906,4.394367694854736,0.9989648033126294,0.9991117182631831,0.9985370715095356,0.9988230064555546,0.5,0.25,0.5,0.3333333333333333,0.08,8211,0,8211,0,0.004809824749827385,4.398935317993164,15.7955,1039.662,32.541
6.0,12318,5.5825,0.0880009741841208,136.96092224121094,5.843001365661621,0.9983558640847643,0.9980234654516302,0.9978513501296853,0.9979342000375465,0.5,0.25,0.5,0.3333333333333333,0.1,0,8211,0,8211,0.005136287771165371,5.828629493713379,15.8632,1035.228,32.402
7.0,14371,5.4407,0.08600097418412081,154.38258361816406,5.208423614501953,0.9970770917062477,0.996687384174912,0.9966095338015566,0.9966392403719456,0.5,0.25,0.5,0.3333333333333333,0.12,8211,0,8211,0,0.008496583439409733,5.211492538452148,15.7766,1040.912,32.58
8.0,16424,5.3429,0.08400097418412081,172.55450439453125,5.538586616516113,0.9978078187796858,0.9975962132480215,0.9969324393554522,0.9972575835309848,0.5,0.25,0.5,0.3333333333333333,0.14,0,8211,0,8211,0.00806612242013216,5.521766662597656,15.8034,1039.146,32.525
9.0,18477,5.2564,0.0820009741841208,95.99031066894531,4.535457134246826,0.9982340762391914,0.9982571546129084,0.9978730501416021,0.9980621522485215,0.5,0.25,0.5,0.3333333333333333,0.16,8211,0,8211,0,0.008762962184846401,4.536370754241943,15.7041,1045.715,32.73
10.0,20530,5.1341,0.0800009741841208,114.19232177734375,4.0427350997924805,0.9980513944708318,0.998446513105577,0.9976547100748969,0.9980479502638915,0.5,0.25,0.5,0.3333333333333333,0.18,0,8211,0,8211,0.008762114681303501,4.027586460113525,15.8467,1036.301,32.436
11.0,22583,5.0366,0.0780009741841208,107.01802062988281,4.396111965179443,0.9959810010960906,0.996121325176308,0.9947936006536111,0.9954309202596473,0.5,0.25,0.5,0.3333333333333333,0.2,8211,0,8211,0,0.010228111408650875,4.395275115966797,15.8563,1035.678,32.416
12.0,24636,4.9429,0.0760009741841208,115.64594268798828,4.122119903564453,0.9968335160151017,0.9965105029903384,0.9962906733268788,0.9963904190467656,0.5,0.25,0.5,0.3333333333333333,0.22,0,8211,0,8211,0.00988905318081379,4.105716705322266,15.7783,1040.797,32.576
13.0,26689,4.8388,0.0740009741841208,79.22174072265625,4.735060691833496,0.9963463646328097,0.9963918452319802,0.9960894936981242,0.9962309823128389,0.5,0.25,0.5,0.3333333333333333,0.24,8211,0,8211,0,0.010897228494286537,4.733963966369629,15.7586,1042.097,32.617
14.0,28742,4.7077,0.07200097418412081,130.25616455078125,4.362766265869141,0.9960418950188771,0.9963589221494822,0.9957667331027296,0.9960466341171368,0.5,0.25,0.5,0.3333333333333333,0.26,0,8211,0,8211,0.010470106266438961,4.345399856567383,15.7947,1039.714,32.542
15.0,30795,4.6738,0.07000097418412081,114.76570892333984,4.3967671394348145,0.9967726220923152,0.9961201041392301,0.9958874111998361,0.9959951869251088,0.5,0.25,0.5,0.3333333333333333,0.28,8211,0,8211,0,0.011463062837719917,4.3943281173706055,15.7799,1040.692,32.573
16.0,32848,4.5774,0.06800097418412081,181.62380981445312,5.281078815460205,0.9956156375593715,0.9963070360933045,0.9948479711344049,0.9955511906878651,0.5,0.25,0.5,0.3333333333333333,0.3,0,8211,0,8211,0.01201432291418314,5.260717391967773,15.7328,1043.805,32.671
17.0,34901,4.428,0.0660009741841208,223.91525268554688,3.6376125812530518,0.9959201071733041,0.9957930789886361,0.9951838883505395,0.9954833092578196,0.5,0.25,0.5,0.3333333333333333,0.32,8211,0,8211,0,0.012998120859265327,3.6319799423217773,15.8477,1036.24,32.434
18.0,36954,4.3895,0.0640009741841208,135.2620391845703,3.689892292022705,0.9965290464011691,0.9960507273900364,0.9950616703393628,0.9955486792558509,0.5,0.25,0.5,0.3333333333333333,0.34,0,8211,0,8211,0.012354274280369282,3.6717090606689453,15.7825,1040.523,32.568
19.0,39007,4.2905,0.062000974184120795,162.3446502685547,2.288451910018921,0.9952502740226525,0.9941383807341716,0.9935243583873682,0.9937850755404409,0.5,0.25,0.5,0.3333333333333333,0.36,8211,0,8211,0,0.014799830503761768,2.2782115936279297,15.8621,1035.296,32.404
20.0,41060,4.166,0.06000097418412081,147.1310577392578,4.183531284332275,0.9961636828644501,0.9964096258089775,0.9957562145359852,0.9960753977095415,0.5,0.25,0.5,0.3333333333333333,0.38,0,8211,0,8211,0.013452201150357723,4.163468360900879,15.7912,1039.948,32.55
21.0,43113,4.0725,0.058000974184120806,114.65864562988281,3.8090505599975586,0.9956765314821581,0.9954935959285884,0.994289498616594,0.9948684421599002,0.5,0.25,0.5,0.3333333333333333,0.4,8211,0,8211,0,0.014801206067204475,3.801769733428955,15.7735,1041.112,32.586
22.0,45166,3.9934,0.056000974184120804,106.43357849121094,3.056082010269165,0.9952502740226525,0.9949820986282496,0.9943131248454612,0.9946299332087075,0.5,0.25,0.5,0.3333333333333333,0.42,0,8211,0,8211,0.014313639141619205,3.0369458198547363,15.7707,1041.295,32.592
23.0,47219,3.8713,0.0540009741841208,167.25820922851562,4.130013942718506,0.9942759712580684,0.9944344887396906,0.9932633467029014,0.9938266904493441,0.5,0.25,0.5,0.3333333333333333,0.44,8211,0,8211,0,0.0158130694180727,4.1223554611206055,15.8353,1037.051,32.459
24.0,49272,3.7326,0.0520009741841208,135.7372283935547,2.959096670150757,0.9952502740226525,0.9954997541862052,0.9951336057006469,0.9952857377036861,0.5,0.25,0.5,0.3333333333333333,0.46,0,8211,0,8211,0.014417234808206558,2.940011501312256,15.8068,1038.919,32.518
25.0,51325,3.6467,0.0500009741841208,101.78329467773438,3.763728141784668,0.9961027889416636,0.9961646258935573,0.9950274965337826,0.9955877050835679,0.5,0.25,0.5,0.3333333333333333,0.48,8211,0,8211,0,0.014640934765338898,3.756749391555786,15.6377,1050.156,32.869
26.0,53378,3.5408,0.048000974184120804,99.24657440185547,2.9749131202697754,0.9951284861770795,0.9950280048308371,0.9940873816204732,0.9945391572640566,0.5,0.25,0.5,0.3333333333333333,0.5,8211,0,8211,0,0.014277644455432892,2.9667234420776367,15.7216,1044.552,32.694
27.0,55431,3.3745,0.0460009741841208,179.42587280273438,3.028252601623535,0.995189380099866,0.9947966723102638,0.9944853739732955,0.9946152830834435,0.5,0.25,0.5,0.3333333333333333,0.52,0,8211,0,8211,0.015752648934721947,3.007723331451416,15.599,1052.761,32.951
