epoch,step,train_loss,learning_rate,grad_norm,eval_loss,eval_accuracy_branch1,eval_precision_branch1,eval_recall_branch1,eval_f1_branch1,eval_accuracy_branch2,eval_precision_branch2,eval_recall_branch2,eval_f1_branch2,eval_lambda,eval_tn_branch2,eval_fp_branch2,eval_fn_branch2,eval_tp_branch2,eval_loss_branch1,eval_loss_branch2,eval_cm_branch1_actual0_pred0,eval_cm_branch1_actual0_pred1,eval_cm_branch1_actual0_pred2,eval_cm_branch1_actual0_pred3,eval_cm_branch1_actual0_pred4,eval_cm_branch1_actual0_pred5,eval_cm_branch1_actual0_pred6,eval_cm_branch1_actual0_pred7,eval_cm_branch1_actual0_pred8,eval_cm_branch1_actual0_pred9,eval_cm_branch1_actual0_pred10,eval_cm_branch1_actual1_pred0,eval_cm_branch1_actual1_pred1,eval_cm_branch1_actual1_pred2,eval_cm_branch1_actual1_pred3,eval_cm_branch1_actual1_pred4,eval_cm_branch1_actual1_pred5,eval_cm_branch1_actual1_pred6,eval_cm_branch1_actual1_pred7,eval_cm_branch1_actual1_pred8,eval_cm_branch1_actual1_pred9,eval_cm_branch1_actual1_pred10,eval_cm_branch1_actual2_pred0,eval_cm_branch1_actual2_pred1,eval_cm_branch1_actual2_pred2,eval_cm_branch1_actual2_pred3,eval_cm_branch1_actual2_pred4,eval_cm_branch1_actual2_pred5,eval_cm_branch1_actual2_pred6,eval_cm_branch1_actual2_pred7,eval_cm_branch1_actual2_pred8,eval_cm_branch1_actual2_pred9,eval_cm_branch1_actual2_pred10,eval_cm_branch1_actual3_pred0,eval_cm_branch1_actual3_pred1,eval_cm_branch1_actual3_pred2,eval_cm_branch1_actual3_pred3,eval_cm_branch1_actual3_pred4,eval_cm_branch1_actual3_pred5,eval_cm_branch1_actual3_pred6,eval_cm_branch1_actual3_pred7,eval_cm_branch1_actual3_pred8,eval_cm_branch1_actual3_pred9,eval_cm_branch1_actual3_pred10,eval_cm_branch1_actual4_pred0,eval_cm_branch1_actual4_pred1,eval_cm_branch1_actual4_pred2,eval_cm_branch1_actual4_pred3,eval_cm_branch1_actual4_pred4,eval_cm_branch1_actual4_pred5,eval_cm_branch1_actual4_pred6,eval_cm_branch1_actual4_pred7,eval_cm_branch1_actual4_pred8,eval_cm_branch1_actual4_pred9,eval_cm_branch1_actual4_pred10,eval_cm_branch1_actual5_pred0,eval_cm_branch1_actual5_pred1,eval_cm_branch1_actual5_pred2,eval_cm_branch1_actual5_pred3,eval_cm_branch1_actual5_pred4,eval_cm_branch1_actual5_pred5,eval_cm_branch1_actual5_pred6,eval_cm_branch1_actual5_pred7,eval_cm_branch1_actual5_pred8,eval_cm_branch1_actual5_pred9,eval_cm_branch1_actual5_pred10,eval_cm_branch1_actual6_pred0,eval_cm_branch1_actual6_pred1,eval_cm_branch1_actual6_pred2,eval_cm_branch1_actual6_pred3,eval_cm_branch1_actual6_pred4,eval_cm_branch1_actual6_pred5,eval_cm_branch1_actual6_pred6,eval_cm_branch1_actual6_pred7,eval_cm_branch1_actual6_pred8,eval_cm_branch1_actual6_pred9,eval_cm_branch1_actual6_pred10,eval_cm_branch1_actual7_pred0,eval_cm_branch1_actual7_pred1,eval_cm_branch1_actual7_pred2,eval_cm_branch1_actual7_pred3,eval_cm_branch1_actual7_pred4,eval_cm_branch1_actual7_pred5,eval_cm_branch1_actual7_pred6,eval_cm_branch1_actual7_pred7,eval_cm_branch1_actual7_pred8,eval_cm_branch1_actual7_pred9,eval_cm_branch1_actual7_pred10,eval_cm_branch1_actual8_pred0,eval_cm_branch1_actual8_pred1,eval_cm_branch1_actual8_pred2,eval_cm_branch1_actual8_pred3,eval_cm_branch1_actual8_pred4,eval_cm_branch1_actual8_pred5,eval_cm_branch1_actual8_pred6,eval_cm_branch1_actual8_pred7,eval_cm_branch1_actual8_pred8,eval_cm_branch1_actual8_pred9,eval_cm_branch1_actual8_pred10,eval_cm_branch1_actual9_pred0,eval_cm_branch1_actual9_pred1,eval_cm_branch1_actual9_pred2,eval_cm_branch1_actual9_pred3,eval_cm_branch1_actual9_pred4,eval_cm_branch1_actual9_pred5,eval_cm_branch1_actual9_pred6,eval_cm_branch1_actual9_pred7,eval_cm_branch1_actual9_pred8,eval_cm_branch1_actual9_pred9,eval_cm_branch1_actual9_pred10,eval_cm_branch1_actual10_pred0,eval_cm_branch1_actual10_pred1,eval_cm_branch1_actual10_pred2,eval_cm_branch1_actual10_pred3,eval_cm_branch1_actual10_pred4,eval_cm_branch1_actual10_pred5,eval_cm_branch1_actual10_pred6,eval_cm_branch1_actual10_pred7,eval_cm_branch1_actual10_pred8,eval_cm_branch1_actual10_pred9,eval_cm_branch1_actual10_pred10,eval_runtime,eval_samples_per_second,eval_steps_per_second
11.0,22583,1.1511,0.0780009741841208,11.1008882522583,0.8598285913467407,0.9052490561441968,0.9047435345008199,0.8880269971224721,0.8950441008014863,0.46644744854463527,0.4547255502904973,0.46644744854463527,0.42952219117427837,0.04000000000000001,5919,2292,6470,1741,0.011334626004099846,0.8497615456581116,695,2,0,0,24,29,19,1,0,90,50,22,517,32,0,25,17,20,2,1,7,7,13,4,571,0,11,20,5,0,2,6,0,1,3,0,727,2,0,9,0,0,0,6,29,3,5,1,1437,136,12,4,11,89,87,38,7,5,2,85,1488,29,0,3,78,47,0,0,0,6,0,5,2861,0,1,1,6,0,0,0,0,0,0,1,1976,2,0,1,0,0,0,0,0,0,18,0,1956,0,0,14,7,0,0,53,32,23,1,0,1181,113,1,1,0,6,26,16,31,2,0,88,1457,16.8157,976.585,30.567
12.0,24636,1.2146,0.0760009741841208,15.762264251708984,1.0699256658554077,0.9020825721592985,0.9138110596990766,0.8830173549930156,0.8946741654645698,0.5,0.25,0.5,0.3333333333333333,0.0484,0,8211,0,8211,0.011111046187579632,1.0573205947875977,680,2,1,0,48,9,28,0,0,114,28,18,511,14,0,25,23,29,1,0,21,8,12,2,563,0,14,20,14,0,1,6,0,0,2,0,707,2,0,27,0,0,0,10,19,1,1,0,1481,48,23,8,3,165,65,35,3,1,1,117,1364,55,0,2,161,43,1,0,0,1,0,1,2867,0,0,7,3,0,0,0,0,0,0,2,1978,0,0,0,0,0,0,0,0,0,27,0,1947,0,0,8,2,0,0,35,10,40,0,0,1282,47,1,0,0,0,31,6,55,7,0,94,1434,16.9731,967.531,30.283
13.0,26689,1.2849,0.0740009741841208,9.77702522277832,0.7568888068199158,0.8930093776641091,0.9026442034306992,0.8663788134429331,0.8805779787149319,0.45834855681403,0.40239077365170084,0.45834855681403,0.3677311998764495,0.0576,6872,1339,7556,655,0.008528672158718109,0.7490766048431396,712,1,0,0,14,10,63,0,0,48,62,29,442,4,0,27,82,34,2,1,23,6,19,2,527,0,23,31,14,0,4,12,0,0,1,0,719,0,0,20,0,0,0,8,55,1,2,1,1457,76,28,4,10,89,91,57,1,1,2,88,1406,65,3,9,95,55,0,0,0,1,0,1,2872,0,3,1,2,0,0,0,0,0,0,0,1977,3,0,0,0,0,0,0,0,0,10,0,1964,0,0,11,0,0,0,58,19,67,1,0,1131,137,1,0,0,5,34,8,61,19,0,42,1458,17.277,950.513,29.751
14.0,28742,1.355,0.07200097418412081,15.41804027557373,0.9091703295707703,0.9048227986846913,0.9082715620063471,0.8863212091319695,0.8955240623159095,0.5,0.25,0.5,0.3333333333333333,0.06760000000000001,8211,0,8211,0,0.007797414902597666,0.9027429223060608,710,0,0,0,17,9,50,1,1,105,17,39,507,20,0,19,16,16,4,2,21,6,21,3,557,0,16,13,7,0,6,9,0,0,1,0,731,2,0,7,0,0,0,7,31,3,2,0,1497,74,21,4,12,99,71,47,6,1,1,99,1437,43,2,20,86,40,0,0,0,3,1,3,2864,0,6,1,2,0,0,0,0,0,0,0,1979,1,0,0,0,0,0,0,0,0,9,1,1964,0,0,13,2,1,0,70,26,45,5,1,1195,66,1,1,0,4,42,5,43,50,2,62,1418,17.3524,946.381,29.621
15.0,30795,1.4272,0.07000097418412081,13.082472801208496,0.7171081900596619,0.902021678236512,0.9053237635545248,0.8802708950475945,0.8903501640202568,0.4568262087443673,0.3078378446358012,0.4568262087443673,0.3262279113287137,0.07840000000000001,7366,845,8075,136,0.008159075863659382,0.7091584801673889,716,0,0,0,26,35,47,1,0,47,38,30,470,49,0,14,46,16,3,1,10,11,15,1,564,0,18,19,5,0,6,3,1,0,1,0,729,2,0,7,0,0,0,9,33,1,1,0,1512,80,26,2,15,59,85,35,2,2,0,100,1483,43,1,14,57,45,1,0,0,7,1,6,2858,0,3,1,3,0,0,0,0,0,0,0,1977,3,0,0,0,0,0,0,0,0,8,0,1966,0,0,17,3,1,0,83,34,62,1,2,1075,146,1,0,0,3,45,11,49,12,0,44,1463,17.3695,945.45,29.592
16.0,32848,1.5128,0.06800097418412081,14.358200073242188,0.8267005085945129,0.9061624649859944,0.9057017331805794,0.8891088758141508,0.8960203656201532,0.4634027524053099,0.4066611217277512,0.46340275240531,0.3672370296210943,0.09,7006,1205,7607,604,0.0062703099101781845,0.8212478756904602,734,0,0,0,20,21,32,0,1,71,31,31,506,37,0,22,18,12,2,1,12,9,19,2,565,0,10,24,4,0,3,5,0,1,0,0,730,2,0,6,0,0,0,9,41,2,2,2,1484,93,15,3,14,95,63,57,2,3,4,105,1459,32,0,8,81,31,2,0,0,9,0,2,2860,0,3,1,3,0,0,0,0,0,0,0,1977,3,0,0,0,0,0,0,0,0,9,0,1965,0,0,18,1,2,0,70,34,38,2,0,1179,80,4,0,0,6,68,11,39,9,1,68,1422,17.6998,927.808,29.04
17.0,34901,1.6017,0.0660009741841208,42.43838119506836,1.1263437271118164,0.8837535014005602,0.8906235308210263,0.8618768987771799,0.8726988156500854,0.5,0.25,0.5,0.3333333333333333,0.1024,8211,0,8211,0,0.006890926510095596,1.1213324069976807,660,1,0,0,28,13,63,1,2,104,38,41,477,32,0,22,19,18,2,2,29,8,23,1,550,1,13,14,9,0,8,13,0,0,2,0,722,1,0,15,0,0,0,8,30,1,3,2,1412,91,30,3,22,147,73,49,5,0,5,92,1338,57,2,24,162,48,0,0,0,1,0,1,2868,0,5,3,2,0,0,0,0,0,0,0,1975,5,0,0,0,0,0,0,0,0,8,0,1966,0,0,7,2,0,0,43,15,66,6,2,1185,98,3,0,0,8,50,9,65,32,4,97,1360,17.3851,944.6,29.565
18.0,36954,1.6941,0.0640009741841208,32.624080657958984,1.1771247386932373,0.8954451345755694,0.8982126305332983,0.8744156503803783,0.8835947189434019,0.5,0.25,0.5,0.3333333333333333,0.11560000000000002,0,8211,0,8211,0.008235031738877296,1.1672167778015137,713,0,0,0,36,9,46,0,0,70,36,51,474,32,0,35,9,11,0,1,32,5,22,6,552,0,17,15,8,0,3,8,1,0,2,0,723,5,0,10,0,0,0,8,37,1,0,3,1495,69,23,2,8,113,63,59,4,1,2,146,1355,45,0,3,133,34,3,0,0,2,0,3,2866,0,2,2,2,0,0,0,0,0,0,0,1979,1,0,0,0,0,0,0,0,0,13,0,1961,0,0,13,3,0,0,73,17,42,0,0,1184,92,4,0,0,8,68,10,48,7,0,80,1403,17.3259,947.829,29.667
19.0,39007,1.7585,0.062000974184120795,40.52222442626953,1.202938199043274,0.871452928997686,0.872932497612182,0.8464846541833616,0.8559410789589051,0.5,0.25,0.5,0.3333333333333333,0.1296,8211,0,8211,0,0.008168543688952923,1.1969568729400635,663,1,0,0,69,27,40,4,7,36,63,50,438,51,0,22,48,8,6,2,12,13,18,4,553,1,24,17,5,0,5,4,1,0,0,0,722,5,0,6,0,0,0,15,36,2,4,2,1441,112,20,7,34,60,96,48,4,3,6,135,1394,33,4,33,65,57,1,0,0,18,1,1,2826,3,18,2,10,0,0,0,0,0,0,0,1975,5,0,0,0,0,0,0,0,0,4,0,1970,0,0,26,0,1,3,97,32,52,21,8,963,221,3,0,0,9,67,16,38,73,8,48,1366,17.6681,929.473,29.092
20.0,41060,1.8323,0.06000097418412081,30.090591430664062,1.2305452823638916,0.8798562903422239,0.8832103548551916,0.8561405502520351,0.8659413110467568,0.5,0.25,0.5,0.3333333333333333,0.1444,8211,0,8211,0,0.007531919050961733,1.2252434492111206,632,2,0,0,28,35,71,4,3,84,51,27,457,74,0,23,15,7,6,2,22,17,13,3,562,0,23,15,8,0,1,6,1,0,2,0,726,7,0,5,0,0,0,8,29,1,2,2,1476,65,26,6,16,91,100,31,4,4,5,163,1323,42,1,18,132,59,1,0,0,7,0,4,2855,0,5,4,4,0,0,0,0,0,0,0,1978,1,0,1,0,0,0,0,0,0,13,0,1961,0,0,9,1,1,0,85,14,48,6,1,1109,150,1,0,0,5,79,6,51,36,2,78,1370,17.7687,924.212,28.927
21.0,43113,1.9032,0.058000974184120806,44.439964294433594,1.3729746341705322,0.880708805261235,0.8869168264265421,0.8532729322129728,0.8647244971800006,0.5,0.25,0.5,0.3333333333333333,0.16000000000000003,0,8211,0,8211,0.007885840721428394,1.3630828857421875,643,0,0,0,54,25,67,2,2,75,42,31,418,78,0,45,28,6,2,2,31,9,10,0,559,0,24,19,5,0,5,8,2,0,1,0,725,9,0,6,0,0,0,7,16,0,1,3,1531,55,26,3,14,82,83,25,4,2,6,211,1313,41,1,12,105,62,0,0,0,8,0,5,2855,0,5,2,5,0,0,0,0,0,0,0,1975,4,0,1,0,0,0,0,0,0,7,0,1967,0,0,8,1,1,0,111,20,48,1,2,1080,152,1,0,0,7,98,7,43,17,1,57,1397,17.352,946.404,29.622
22.0,45166,1.9196,0.056000974184120804,39.400535583496094,1.4235763549804688,0.8676775057849226,0.8801055197041322,0.8340386676828134,0.8512255488567445,0.5,0.25,0.5,0.3333333333333333,0.17639999999999997,0,8211,0,8211,0.008209440857172012,1.4132658243179321,618,2,0,0,49,30,77,3,4,88,39,47,396,16,0,20,101,11,3,1,43,12,18,3,516,0,25,32,12,0,3,22,1,0,1,0,712,9,0,15,0,0,2,9,20,1,3,2,1414,100,51,4,17,123,79,28,0,2,6,109,1376,71,2,10,130,48,0,0,0,3,0,3,2867,0,3,2,2,0,0,0,0,0,0,0,1977,3,0,0,0,0,0,0,0,0,20,1,1953,0,0,10,1,0,0,63,34,80,9,1,1094,132,1,0,0,6,73,21,82,29,1,89,1326,17.5685,934.739,29.257
23.0,47219,1.9803,0.0540009741841208,61.51250076293945,1.5564875602722168,0.8737668980635732,0.8805932932788388,0.843165623456695,0.8569515712907048,0.5,0.25,0.5,0.3333333333333333,0.1936,8211,0,8211,0,0.0077812992967665195,1.5523039102554321,601,1,0,0,62,43,56,1,3,93,50,38,421,63,0,31,48,6,2,2,22,17,15,3,539,0,34,23,6,0,1,9,2,0,0,0,719,9,0,8,0,0,0,12,14,0,1,3,1461,102,32,1,18,88,94,16,0,0,6,140,1393,44,0,13,106,64,1,0,0,5,0,5,2859,0,4,3,3,0,0,0,0,0,0,0,1962,15,0,3,0,0,0,0,0,0,14,0,1960,0,0,10,0,0,0,106,40,49,1,2,1067,149,0,1,0,7,86,24,50,14,3,76,1367,17.5161,937.537,29.344
